ID_HOGAR,exp_anim,own_appliances,own_tv,propiatot,propriegotot,pct_elevate,pct_private,pct_family,total_parcels,indice,parcels_notitle,parcels_unclear,parcels_unregistered,avgyears,avg_area,N_plot_own,N_no_document,N_title,tot_area,bono,hh_age,hh_head_fem,ethnic,head_casado,tot_members,tot_males,total_agriculture,hh_primary,no_hhmember,dependents,gastos,working_hours,working_days,mem_prodage,treated,areat,areas,proptrot,rentada,partir,ptrhh_ex,tpropia,tprop_ex,propia_ex,ptrhh_s1,rent_s1,partir_s1,ptrhh_s2,rent_s2,partir_s2,ptrhh_s3,propia_r,prop_rex,tpropia_r,tpropia_rex,ptrhh_r,ptrhh_rex,seedq,plantq,estq,otherpmq,seedq_p,plantq_p,estq_p,otherpmq_p,seedq_r,plantq_r,estq_r,otherpmq_r,seedq_c,plantq_c,estq_c,otherpmq_c,seedq1,plantq1,estq1,otherpmq1,seedq_d,plantq_d,estq_d,seedp,plantp,estp,pmtransc,seedtc,esttc,irrigc,ni_irrigc,lprep_cmo,plant_p,plant_cmo,pest_p,pest_cmo,harv_p,harv_cmo,labortc,lprep_h,lprep_m,lprep_n,lprep_c,lprep_p,plant_h,plant_m,plant_n,plant_c,pest_h,pest_m,pest_n,pest_c,harv_h,harv_m,harv_n,harv_c,ntjmale,ntjfem,ntjchild,ntjhh,ntjhired,ntjorn,pmtrans,aso_trans,siembra,seed,plant,est,otherpm,irrig,monoc,perntjfem,perntjchild,perntjmale,perntjhired,perareas,riego_pp,manq_p,mancost_p,fertq_p,fertcost_p,fungcost_p,inscost_p,herbcost_p,fungq_p,insq_p,riego_p,manuse_p,herbuse_p,nplants,areas_p,vharvl_p,tvharv,lprepp_hp,lprepp_mp,lprepp_np,lprepp_cp,lprepp_pp,ntjhh_p,ntjorn_p,per_pern,sh_ntjfem,sh_ntjchild,sh_ntjmale,sh_ntjhired
010170001999091011203,0,1,0,1,0,1,0,1,1,0,0,0,0,12,.70560002,1,0,1,.7056000232696533,1,30,1,0,0,4,1,0,0,4,3,1065,8,8,1,1,.7056000232696533,.0399999991059303,0,0,0,.7056000232696533,1,.7056000232696533,.7056000232696533,0,0,0,1,0,0,0,0,0,0,0,0,0,.9090909361839294,0,0,0,.9090909361839294,0,0,0,0,0,0,0,0,0,0,0,.9090909361839294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,100,0,1,0,2,0,3,2,5,102,107,0,0,0,1,0,0,0,0,1,.60000002,.40000001,0,.95327103,.056689341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.6420960426330566,0,0,0,0,0,0,0,0,0,91,0,0,0,0
010170001999091020669,2,0,0,1,0,1,0,1,1,0,0,0,0,4,.012,1,0,1,.0120000001043081,0,55,0,0,1,1,1,1,1,1,0,0,40,20,1,1,.0120000001043081,.0010000000474975,0,0,0,.0120000001043081,1,.0120000001043081,.0120000001043081,0,0,0,1,0,0,0,0,0,0,0,0,0,1.363636374473572,0,0,0,0,0,0,0,1.363636374473572,0,0,0,0,0,0,0,1.363636374473572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,100,4,0,0,0,19,0,0,19,100,119,0,0,0,1,0,0,0,0,1,0,0,1,.84033614,.083333336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010170001999091031198,0,1,1,3,0,.66666669,.33333334,.66666669,3,.33333334,1,0,0,25,0,3,1,2,0,0,59,0,0,0,7,4,0,1,7,6,375,161,72,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010170001999091041128,15,1,1,2,0,1,1,0,2,0,0,0,0,10.5,.60000002,2,0,2,1.199999988079071,0,47,0,0,0,3,2,2,1,3,2,0,102,74,3,1,3.599999964237213,2.099999964237213,0,0,0,3.599999964237213,6,3.599999964237213,3.599999964237213,0,0,0,3,0,0,3,0,0,0,0,0,0,40.90909194946289,0,0,0,40.90909194946289,0,0,0,0,0,0,0,0,0,0,0,40.90909194946289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,24,144,0,0,0,0,288,0,0,0,12,24,2,2,0,12,0,0,0,600,0,62,0,0,2,64,0,66,624,690,0,0,0,1,0,0,0,0,0,.82539684,0,.17460318,.93565214,.58333331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3499999940395355,0,0,0,0,0,0,0,0,0,50,0,0,0,0
010170001999091070825,10,1,1,1,0,1,0,.5,2,0,0,0,0,13,.047250003,1,0,1,.0945000015199184,0,39,1,0,0,3,2,1,0,3,2,573,70,28,1,1,.135000005364418,.0449999989941716,0,3,0,.135000005364418,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4.090909123420715,0,0,0,4.090909123420715,0,0,0,0,0,0,0,0,0,0,0,4.090909123420715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,30,60,300,30000,30,90,30330,0,3,0,18,30,0,3,0,6,0,3,0,300,0,9,0,9,0,18,0,18,333,351,0,0,0,1,0,0,0,0,0,1,0,0,.94871795,.33333331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010170001999091081199,0,0,0,2,0,1,0,1,2,1,2,0,0,1,.125,2,2,0,.2499999925494194,1,34,0,1,0,6,3,1,1,6,5,725,59,50,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1000000014901161,0,0,0,0,0,0,0,0,0,77,0,0,0,0
010170001999091091137,0,0,0,2,0,1,.5,.5,2,1,2,0,0,34,0,2,1,0,0,0,68,1,1,0,2,0,1,0,2,2,448,37,31,0,1,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5.000000029802322,0,0,0,2.727272778749466,0,0,0,2.272727251052856,0,0,0,0,0,0,0,5.000000029802322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,4,2,0,0,0,0,400,0,4,2,0,0,12,6,18,400,418,0,0,0,1,0,0,0,0,0,.67500001,.32499999,0,.95695972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0
010170001999091121205,50,1,1,1,0,1,1,0,1,0,0,0,0,30,0,1,0,1,0,0,64,1,0,0,4,1,2,0,4,3,150,95,60,4,1,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11.36363649368286,0,0,0,11.36363649368286,0,0,0,0,0,0,0,0,0,0,0,11.36363649368286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,6,9,0,0,0,0,0,300,0,6,0,0,12,24,0,36,300,336,0,0,0,1,0,0,0,0,0,.66666669,0,.33333334,.89285713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010170001999091510670,0,1,1,3,0,1,1,0,3,1,3,0,0,25.333334,.050000001,3,3,0,.1499999985098839,0,58,0,0,0,2,1,1,1,2,1,0,68,50,2,1,.119999997317791,.0449999989941716,0,0,0,.119999997317791,3,.119999997317791,.119999997317791,0,0,0,3,0,0,0,0,0,0,0,0,0,10.45454549789429,0,0,0,10.45454549789429,0,0,0,0,0,0,0,0,0,0,0,10.45454549789429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,300,0,1,0,0,0,3,0,3,300,303,0,0,0,1,0,0,0,0,0,1,0,0,.99029124,.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1099999994039536,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010170001999091520931,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0,8,3,2,1,8,7,587,153,95,4,1,0,.0210000006482005,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6.818181753158569,0,0,0,6.818181753158569,0,0,0,0,0,0,0,0,0,0,0,6.818181753158569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,3,0,0,0,0,0,300,0,1,0,0,2,7,0,9,300,309,0,0,0,1,0,0,0,0,0,.77777779,0,.22222222,.97247708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010170001999091531163,7,1,1,2,0,1,0,1,2,.5,1,0,0,8,.13,2,1,1,.2600000016391277,0,53,0,0,0,5,3,1,1,5,4,1875,68,48,4,1,.119999997317791,.0799999982118607,0,0,0,.119999997317791,2,.119999997317791,.119999997317791,0,0,0,2,0,0,0,0,0,0,0,0,0,9.090909242630005,0,0,0,0,0,0,0,9.090909242630005,0,0,0,0,0,0,0,9.090909242630005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,2,100,6,4,0,0,0,0,0,200,12,8,0,0,18,12,0,30,202,232,0,0,0,1,0,0,0,0,0,.40000001,0,.60000002,.87068963,.66666669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0799999982118607,0,0,0,0,0,0,0,0,0,35,0,0,0,0
010170001999091540582,3,1,1,5,0,1,1,0,5,1,2,3,0,15.4,.024999999,5,2,3,.1249999972060323,1,50,1,1,0,5,2,4,0,5,4,1810,304,135,3,1,.0799999982118607,.0399999991059303,0,0,0,.0799999982118607,4,.0799999982118607,.0799999982118607,0,0,0,4,0,0,0,0,0,0,0,0,0,8.636363595724106,0,0,0,8.636363595724106,0,0,0,0,0,0,0,0,0,0,0,8.636363595724106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,1,0,0,0,0,400,1,2,1,0,3,6,3,12,400,412,0,0,0,1,0,0,0,0,0,.5,.25,.25,.97321427,.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0899999979883432,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010170001999091561227,7,1,1,1,0,0,1,0,1,1,1,0,0,5,.02,1,0,0,.0199999995529652,0,25,0,0,0,4,1,0,0,4,3,0,42,32,2,1,.0399999991059303,.003800000064075,0,0,0,.0399999991059303,2,.0399999991059303,.0399999991059303,2,0,0,0,0,0,0,0,0,0,0,0,0,6.363636374473572,0,0,0,0,0,0,0,6.363636374473572,0,0,0,0,0,0,0,6.363636374473572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,4,0,0,0,0,0,200,0,2,0,0,8,10,0,18,200,218,0,0,0,1,0,0,0,0,0,.55555558,0,.44444445,.91743118,.095000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010950001999006011423,0,1,1,2,2,1,1,0,2,0,0,0,0,18,.5625,2,0,2,1.125,1,37,1,0,0,4,2,0,0,4,3,515,114,72,2,1,1.125,.4200000017881393,0,0,0,1.125,3,1.125,1.125,0,0,0,3,0,0,0,3,1.125,3,1.125,3,1.125,9.090909004211426,0,0,0,6.818181753158569,0,0,0,0,0,0,0,2.272727251052856,0,0,0,9.090909004211426,0,0,0,0,0,0,1,0,0,1,2,1,0,0,39,30,30,300,30000,0,0,30069,0,0,0,3,39,0,3,6,3,0,3,6,300,0,3,0,0,0,9,12,21,306,327,1,2,0,1,0,0,0,1,0,.40740743,.5925926,0,.93593591,.37333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010950001999006021421,0,1,0,2,0,.5,1,0,2,.5,1,0,0,14,.075000003,2,1,1,.1500000022351742,0,43,0,0,0,2,1,0,1,2,1,0,50,40,2,1,.239999994635582,.0560000017285347,0,0,0,.239999994635582,4,.239999994635582,.239999994635582,4,0,0,0,0,0,0,0,0,0,0,0,0,3.636363744735718,0,0,0,3.636363744735718,0,0,0,0,0,0,0,0,0,0,0,3.636363744735718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,4,0,0,4,4,0,400,4,4,0,0,16,16,0,32,400,432,0,0,0,1,0,0,0,0,0,.5,0,.5,.92592591,.23333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0048000002279878,1,1,7,0,0,0,0,7,7,8,0,0,1,0
010950001999006031191,0,1,1,2,0,0,1,0,2,1,2,0,0,6,.119,2,2,0,.238000001758337,1,42,0,0,0,9,5,4,1,9,8,520,47,186,5,1,.6000000089406967,.4500000178813934,0,0,0,.6000000089406967,3,.6000000089406967,.6000000089406967,3,0,0,0,0,0,0,0,0,0,0,0,0,7.272727251052856,0,0,0,0,0,0,0,2.727272748947144,0,0,0,4.545454502105713,0,0,0,7.272727251052856,0,0,0,0,0,0,10,0,0,1,11,1,0,0,72,150,300,0,0,0,0,372,0,0,0,3,72,6,6,0,6,0,9,0,300,6,9,0,0,12,24,0,36,309,345,1,2,0,1,0,0,0,0,0,.66666669,0,.33333334,.89565217,.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010950001999006031226,5,1,1,3,0,1,1,0,3,1,3,0,0,37.333332,.34999999,3,3,0,1.050000011920929,1,71,0,0,0,2,1,0,1,2,2,0,20,52,0,1,.75,.6599999964237213,0,0,0,.75,3,.75,.75,0,0,0,3,0,0,0,0,0,0,0,0,0,20.45454549789429,0,2,0,20.45454549789429,0,2,0,0,0,0,0,0,0,0,0,20.45454549789429,0,2,0,0,0,0,0,0,0,0,0,0,0,0,210,105,210,0,0,0,0,420,6,6,0,6,105,6,6,0,6,6,6,0,300,6,6,0,0,24,24,0,48,312,360,0,0,0,1,0,1,0,0,0,.5,0,.5,.86666667,.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.6500000059604645,0,0,0,0,0,0,0,0,0,50,0,0,0,0
010950001999006041225,20,1,1,2,0,0,1,0,2,1,2,0,0,4,.033500001,2,0,0,.0670000007376075,1,34,0,0,0,5,4,1,1,5,4,182,77,63,2,1,.2080000042915344,.1040000021457672,0,0,0,.2080000042915344,4,.2080000042915344,.2080000042915344,4,0,0,0,0,0,0,0,0,0,0,0,0,15.90909075737,0,0,0,0,0,0,0,0,0,0,0,15.90909075737,0,0,0,15.90909075737,0,0,0,0,0,0,36,0,0,4,40,4,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,4,4,4,0,0,4,0,400,0,4,8,0,8,16,15,39,400,439,1,2,0,1,0,0,0,0,0,.41111112,.38333333,.20555556,.91117597,.5,0,59.09090805053711,0,18.93939399719238,5,0,0,0,0,0,0,1,0,0,.0020000000949949,5,5,0,10,10,0,0,20,20,4,.5,.5,0,0
010950001999006051190,0,1,0,1,0,0,1,0,1,1,1,0,0,35,.050000001,1,0,0,.0500000007450581,1,57,0,0,0,4,3,2,1,4,3,0,110,81,4,1,.2000000029802322,.119999997317791,0,0,0,.2000000029802322,4,.2000000029802322,.2000000029802322,4,0,0,0,0,0,0,0,0,0,0,0,0,7.272727251052856,0,0,5,7.272727251052856,0,0,5,0,0,0,0,0,0,0,0,7.272727251052856,0,0,5,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,8,4,0,5,80,8,4,0,0,0,4,0,400,8,4,0,0,24,16,0,40,405,445,0,0,0,1,0,0,1,0,0,.40000001,0,.60000002,.91011101,.59999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0020000000367872,0,0,0,10,10,0,0,20,20,2,.5,.5,0,0
010950001999006071192,0,1,1,3,0,1,.66666669,.33333334,3,1,2,1,0,32.333332,.74303335,3,2,1,2.2291000187397,1,66,0,0,0,2,1,1,1,2,2,0,60,13,0,1,6.360300064086914,2.482499996200204,0,0,0,6.360300064086914,5,6.360300064086914,6.360300064086914,0,0,0,5,0,0,0,0,0,0,0,0,0,26.36363673210144,0,0,0,24.54545485973358,0,0,0,0,0,0,0,1.818181872367859,0,0,0,26.36363673210144,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,5,0,0,5,5,0,500,5,5,0,0,20,20,0,40,500,540,1,2,1,1,0,0,0,0,1,.5,0,.5,.92592591,.39031178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.5072999969124794,0,0,0,0,0,0,0,0,0,35.666668,0,0,0,0
010950001999006081191,0,1,1,2,0,.5,.5,.5,2,1,2,0,0,13.5,.54285002,2,1,0,1.08569997549057,1,36,0,0,0,3,2,0,1,3,2,340,120,70,3,1,.2057999968528748,.0599999986588955,0,0,0,.2057999968528748,3,.2057999968528748,.2057999968528748,0,0,0,3,0,0,0,0,0,0,0,0,0,1.363636404275894,0,0,10,1.363636404275894,0,0,10,0,0,0,0,0,0,0,0,1.363636404275894,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,0,3,3,0,300,6,0,3,0,15,9,3,27,300,327,0,0,0,1,0,0,1,0,0,.33333334,.11111111,.55555558,.91743118,.29154518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0080000003799796,0,0,1,1,0,0,0,2,2,11,.5,0,.5,0
010950001999006081193,0,1,1,1,0,0,0,1,1,1,1,0,0,1,.0275,1,1,0,.0274999998509884,1,37,0,0,0,2,1,0,1,2,1,0,49,60,2,1,.1099999994039536,.0399999991059303,0,0,0,.1099999994039536,4,.1099999994039536,.1099999994039536,4,0,0,0,0,0,0,0,0,0,0,0,0,10.454545378685,0,0,0,0,0,0,0,0,0,0,0,10.454545378685,0,0,0,10.454545378685,0,0,0,0,0,0,10,0,0,4,14,4,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,10,10,0,1,1,2,400,1,1,2,0,5,15,16,36,400,436,1,2,0,1,0,0,0,0,1,.41666666,.44444445,.1388889,.93382353,.36363634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010950001999006091194,10,1,0,2,0,0,1,0,2,1,2,0,0,34,.080750003,2,0,0,.1615000050514936,1,45,0,0,0,5,2,0,1,5,4,710,105,54,2,1,.9212000295519829,.3951000049710274,0,0,0,.9212000295519829,10,.9212000295519829,.9212000295519829,10,0,0,0,0,0,0,0,0,0,0,0,0,9.09090918302536,0,0,30,9.09090918302536,0,0,30,0,0,0,0,0,0,0,0,9.09090918302536,0,0,30,0,0,0,0,0,0,0,0,0,0,0,120,120,120,200,20000,12,12,20252,6,10,0,10,120,6,10,0,10,6,30,0,1000,0,90,0,1,18,140,0,158,1021,1179,0,0,0,1,0,0,1,0,0,.86890757,0,.13109244,.86699808,.42889708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010950001999006121112,0,0,0,3,0,1,0,1,3,.66666669,2,0,0,27.666666,.0374,3,2,1,.1122000049799681,1,45,0,0,0,4,3,3,1,4,3,480,102,22,2,1,.0960000045597553,.0599999986588955,0,0,0,.0960000045597553,3,.0960000045597553,.0960000045597553,0,0,0,3,0,0,0,0,0,0,0,0,0,3.181818187236786,0,0,4,3.181818187236786,0,0,4,0,0,0,0,0,0,0,0,3.181818187236786,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,9,3,0,300,9,3,0,0,36,9,0,45,300,345,0,0,0,1,0,0,1,0,0,.2,0,.80000001,.86956519,.62499994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0099999997764826,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010950001999006551109,0,1,1,1,0,0,1,0,1,1,1,0,0,7,.043000001,1,1,0,.0430000014603138,0,29,0,0,1,3,1,0,1,3,2,0,15,52,2,1,.1720000058412552,.119999997317791,0,0,0,.1720000058412552,4,.1720000058412552,.1720000058412552,4,0,0,0,0,0,0,0,0,0,0,0,0,1.818181872367859,0,0,0,1.818181872367859,0,0,0,0,0,0,0,0,0,0,0,1.818181872367859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,56,0,0,0,4,56,4,4,0,0,0,4,0,400,8,8,0,0,12,16,0,28,404,432,0,0,0,1,0,0,0,0,0,.5714286,0,.42857143,.93518519,.69767439,0,50,0,0,0,0,0,0,0,0,0,1,0,6,.0020000000949949,1,1,2,2,0,0,0,4,4,5,.5,0,.5,0
010950001999007021424,0,1,1,2,0,.5,1,0,2,1,1,1,0,11.5,.23899999,2,0,1,.4779999852180481,0,32,0,0,0,4,3,0,1,4,3,536,120,48,2,1,.1935999989509583,.0500000007450581,0,0,0,.1935999989509583,1,.1935999989509583,.1935999989509583,0,0,0,1,0,0,0,0,0,0,0,0,0,.9090909361839294,0,0,0,0,0,0,0,.9090909361839294,0,0,0,0,0,0,0,.9090909361839294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,2,0,1,1,2,100,0,1,2,0,3,4,8,15,100,115,0,0,0,1,0,0,0,0,1,.26666668,.53333336,.2,.86956519,.25826448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.384399987757206,0,0,0,0,0,0,0,0,0,25,0,0,0,0
010950001999007041227,5,1,1,2,0,1,0,1,2,1,1,1,0,44,.30664998,2,1,1,.6132999956607819,1,72,1,0,0,1,0,0,0,1,1,0,40,30,0,1,6.949499845504761,.2339999992400408,0,0,0,6.949499845504761,15,6.949499845504761,6.949499845504761,0,0,0,15,0,0,0,0,0,0,0,0,0,12.36363637447357,215,0,0,11.36363637447357,25,0,0,0,0,0,0,0,240,0,0,11.36363637447357,265,0,0,1,0,0,0,8,0,9,9,9,1,0,1500,300,300,0,0,900,900,2700,0,18,0,15,1500,0,18,0,1203,0,21,0,1500,0,18,0,9,0,75,0,75,2727,2802,1,2,1,1,1,0,0,1,0,1,0,0,.96755117,.033671487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1500000059604645,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010950001999007051224,0,0,0,2,0,0,0,1,2,1,2,0,0,8.5,.105,2,2,0,.2100000064820051,0,61,0,0,0,8,5,1,1,8,7,490,232,130,4,1,.8400000259280205,.4800000116229057,0,0,0,.8400000259280205,8,.8400000259280205,.8400000259280205,8,0,0,0,0,0,0,0,0,0,0,0,0,17.72727262973785,0,0,0,16.81818169355393,0,0,0,0,0,0,0,.9090909361839294,0,0,0,17.72727262973785,0,0,0,0,0,0,6,0,0,2,8,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,8,0,0,800,8,4,0,0,32,4,0,36,800,836,1,2,0,1,0,0,0,0,0,.1,0,.89999998,.95695972,.5714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010950001999007071169,0,1,1,4,0,.75,1,0,4,1,4,0,0,40,.087499999,4,0,0,.3500000014901161,1,65,0,0,1,3,1,0,1,3,2,0,70,40,1,1,.1800000071525574,.0900000035762787,0,0,0,.1800000071525574,2,.1800000071525574,.1800000071525574,0,0,0,2,0,0,0,0,0,0,0,0,0,4.545454502105713,0,0,0,0,0,0,0,0,0,0,0,4.545454502105713,0,0,0,4.545454502105713,0,0,0,0,0,0,20,0,0,2,22,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,2,2,0,200,1,1,0,0,7,7,0,14,200,214,1,2,1,1,0,0,0,0,1,.5,0,.5,.93466103,.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.2799999974668026,0,0,0,0,0,0,0,0,0,25,0,0,0,0
010950001999007081168,0,0,0,4,0,.5,1,0,4,1,1,0,3,48.5,.1175,4,1,3,.4699999988079071,1,88,1,0,0,4,1,3,0,4,3,0,117,96,3,1,.8599999994039536,.6599999889731407,0,0,0,.2000000029802322,6,.8599999994039536,.2000000029802322,2,0,0,0,0,0,0,0,0,0,0,0,0,13.6363639831543,0,0,0,3.636363744735718,0,0,0,0,0,0,0,9.09090930223465,0,0,0,12.72727304697037,0,0,0,.9090909361839294,0,0,14,0,0,4,18,4,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,6,12,0,0,0,0,0,600,6,12,0,0,18,36,0,54,600,654,1,2,0,1,0,0,0,0,0,.66666669,0,.33333334,.91743118,.76744187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010950001999007091125,7,1,1,1,0,0,0,1,1,1,1,0,0,4,.0195,1,0,0,.0195000004023314,0,29,1,0,0,2,1,0,0,2,1,210,30,26,1,1,.0585000012069941,.0294000003486872,0,0,0,.0585000012069941,3,.0585000012069941,.0585000012069941,3,0,0,0,0,0,0,0,0,0,0,0,0,10.00000023841858,0,0,0,6.363636493682861,0,0,0,3.636363744735718,0,0,0,0,0,0,0,10.00000023841858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,39,0,0,0,0,78,6,12,0,3,39,0,3,0,3,6,12,0,300,6,12,0,0,18,39,0,57,306,363,0,0,0,1,0,0,0,0,0,.68421054,0,.31578946,.8429752,.50256407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010950001999007101167,0,1,1,1,0,0,0,1,1,1,1,0,0,8,.0089999996,1,1,0,.0089999996125698,0,45,0,0,0,7,4,0,1,7,6,0,186,100,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010950001999007111122,5,1,1,3,0,1,1,0,3,1,3,0,0,5,.068333335,3,3,0,.2050000047311187,1,26,0,0,1,5,2,0,0,5,4,194,65,42,2,1,.8100000098347664,.3900000024586916,0,0,0,.8100000098347664,12,.8100000098347664,.8100000098347664,0,0,0,12,0,0,0,0,0,0,0,0,0,18.63636356592178,115,0,0,15.90909075737,60,0,0,0,0,0,0,2.727272808551788,55,0,0,18.63636356592178,115,0,0,0,0,0,3,3,0,6,9,6,0,0,1200,0,0,0,0,300,300,1500,12,12,0,12,300,12,12,0,0,12,12,0,1200,11,12,0,3,47,48,0,95,1215,1310,1,2,1,1,1,0,0,0,0,.50595236,0,.49404761,.92746645,.48148149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0149999996647239,0,0,0,0,0,0,0,0,0,0,0,0,0,0
